"Date","Purchase_order_ID","Product_ID","Product_Name","Category1","Category2","Quantity","Unit_of_Measure","Unit_Price","Value","Supplier","Rabat","Type_order","Seasonality","Transport_Cost","Delivery_Expected","Delivery_Reality","Timeliness","Currency","Umowa_ramowa","Notes"
"1/17/2024","PO-002713","P-0164","Bosch Filters Model 838","Automotive","Filters","100","szt.","78.2","7820.0","ProMech Sp. z o.o.","2.03%","produkcjne","Q1","398.02","1/25/2024","1/25/2024","0","PLN","tak",""
"2/11/2024","PO-002714","P-0217","Microsoft Software Model 547","IT","Software","50","licencja","2208.32","110416.0","AutoServ Sp. z o.o.","3.15%","produkcjne","Q1","2718.38","2/20/2024","2/20/2024","0","PLN","tak",""
"1/10/2024","PO-002715","P-0034","Navigator Paper 836 op.","Office","Paper","50","op.","47.67","2383.5","SafeGear GmbH","0.00%","katalogowe","Q1","89.44","1/16/2024","1/16/2024","0","EUR","nie",""
"10/17/2025","PO-002716","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","50","szt.","809.46","40473.0","TechParts Ltd","1.38%","produkcjne","Q4","1354.65","10/26/2025","10/26/2025","0","EUR","nie",""
"5/6/2024","PO-002717","P-0071","Samsung Monitors Model 493","IT","Monitors","50","szt.","505.76","25288.0","OfficeLine Sp. z o.o.","0.00%","ramowe","Q2","407.12","5/7/2024","5/7/2024","0","PLN","tak",""
"9/6/2025","PO-002718","P-0278","Profim Office chairs Model 207","Office","Office chairs","100","szt.","1355.05","135505.0","AutoServ Sp. z o.o.","1.95%","produkcjne","Q3","5088.74","9/16/2025","9/21/2025","5","PLN","tak",""
"9/14/2025","PO-002719","P-0206","Uvex Safety glasses 886","BHP","Safety glasses","100","szt.","32.22","3222.0","IndustrialCo BV","2.48%","katalogowe","Q3","105.17","9/17/2025","9/17/2025","0","EUR","nie",""
"3/8/2024","PO-002720","P-0273","Castrol Oils 122L","Automotive","Oils","200","L","44.78","8956.0","OfficeLine Sp. z o.o.","2.44%","produkcjne","Q1","521.87","3/9/2024","3/9/2024","0","PLN","tak",""
"4/4/2025","PO-002721","P-0250","Nowy Styl Office chairs 162","Office","Office chairs","200","szt.","1036.04","207208.0","LogiTrans Sp. z o.o.","1.15%","produkcjne","Q2","3191.2","4/8/2025","4/8/2025","0","PLN","tak",""
"11/14/2023","PO-002722","P-0295","NTN Bearings 237","Automotive","Bearings","5","szt.","113.97","569.85","OfficeLine Sp. z o.o.","3.07%","produkcjne","Q4","23.28","11/16/2023","11/16/2023","0","PLN","tak",""
"5/18/2025","PO-002723","P-0089","Brother Printers 286","IT","Printers","1","szt.","1639.8","1639.8","OfficeLine Sp. z o.o.","0.00%","katalogowe","Q2","121.08","5/19/2025","5/19/2025","0","PLN","nie",""
"9/5/2024","PO-002724","P-0329","Dell Laptops 765","IT","Laptops","50","szt.","3260.0","163000.0","TechParts Sp. z o.o.","2.03%","produkcjne","Q3","1271.54","9/11/2024","9/11/2024","0","PLN","tak",""
"1/31/2024","PO-002725","P-0119","Stabilo Pens Model 829","Office","Pens","10","szt.","Apr-61","46.1","LogiTrans Ltd","2.83%","produkcjne","Q1","0.53","2/6/2024","2/6/2024","0","EUR","tak",""
"9/22/2024","PO-002726","P-0018","Siemens Motors 796","Production","Motors","200","szt.","6946.19","1389238.0","AutoServ Sp. z o.o.","0.00%","ramowe","Q3","6000.0","9/28/2024","9/28/2024","0","PLN","tak",""
"8/11/2024","PO-002727","P-0022","Honeywell Gloves Model 259","BHP","Gloves","20","para","31-Jan","622.0","OfficeLine Ltd","3.17%","produkcjne","Q3","37.19","8/20/2024","8/20/2024","0","EUR","tak",""
"6/12/2025","PO-002728","P-0268","Milwaukee Tools 314","Production","Tools","50","szt.","1408.78","70439.0","PaperMax Sp. z o.o.","3.20%","produkcjne","Q2","997.91","6/19/2025","6/19/2025","0","PLN","tak",""
"2/16/2024","PO-002729","P-0348","Helly Hansen Workwear Model 871","BHP","Workwear","100","szt.","352.95","35295.0","IndustrialCo SARL","0.00%","katalogowe","Q1","319.73","3/1/2024","3/6/2024","5","EUR","nie",""
"8/14/2024","PO-002730","P-0325","3M Safety glasses Model 497","BHP","Safety glasses","5","szt.","140.32","701.6","ITDistrib SARL","0.00%","awaryjne","Q3","60.46","8/17/2024","8/17/2024","0","EUR","nie",""
"3/10/2024","PO-002731","P-0232","Xerox Paper Model 662","Office","Paper","5","op.","41.82","209.1","EuroSupply Sp. z o.o.","0.00%","ramowe","Q1","Jun-71","3/21/2024","3/21/2024","0","PLN","tak",""
"3/6/2025","PO-002732","P-0065","3M Helmets 818","BHP","Helmets","1","szt.","139.21","139.21","EuroSupply S.r.l.","1.14%","produkcjne","Q1","12-Sep","3/12/2025","3/17/2025","5","EUR","tak",""
"8/4/2024","PO-002733","P-0048","BIC Pens Model 308","Office","Pens","1","szt.","Jan-54","Jan-54","ITDistrib Sp. z o.o.","0.00%","ramowe","Q3","0.18","8/17/2024","8/17/2024","0","PLN","nie",""
"6/26/2025","PO-002734","P-0119","Stabilo Pens Model 829","Office","Pens","100","szt.","Apr-22","422.0","LogiTrans Ltd","4.57%","produkcjne","Q2","Dec-72","7/4/2025","7/4/2025","0","EUR","tak",""
"3/15/2025","PO-002735","P-0173","Total Oils 428L","Automotive","Oils","20","L","187.8","3756.0","OfficeLine Sp. z o.o.","0.00%","awaryjne","Q1","274.64","3/16/2025","3/23/2025","7","PLN","nie",""
"6/19/2025","PO-002736","P-0122","Canon Printers 361","IT","Printers","200","szt.","1909.5","381900.0","PaperMax GmbH","0.00%","ramowe","Q2","6000.0","6/28/2025","6/28/2025","0","EUR","tak",""
"3/2/2024","PO-002737","P-0220","Castrol Oils 610L","Automotive","Oils","20","L","86.01","1720.2","PaperMax Sp. z o.o.","3.45%","produkcjne","Q1","40.43","3/12/2024","3/12/2024","0","PLN","tak",""
"2/10/2024","PO-002738","P-0291","Xerox Paper Model 916","Office","Paper","20","op.","74.74","1494.8","LogiTrans Ltd","4.37%","produkcjne","Q1","83.73","2/16/2024","2/16/2024","0","EUR","tak",""
"4/15/2025","PO-002739","P-0343","3M Helmets 439","BHP","Helmets","100","szt.","379.82","37982.0","IndustrialCo SARL","0.00%","awaryjne","Q2","148.05","4/29/2025","4/27/2025","-2","EUR","nie","urgent"
"11/28/2024","PO-002740","P-0261","Sachs Engine parts Model 290","Automotive","Engine parts","5","szt.","1567.99","7839.95","PaperMax GmbH","0.00%","katalogowe","Q4","402.39","12/6/2024","12/6/2024","0","EUR","nie",""
"8/12/2024","PO-002741","P-0200","Samsung Monitors Model 719","IT","Monitors","20","szt.","589.91","11798.2","EuroSupply GmbH","0.00%","katalogowe","Q3","30-Apr","8/20/2024","8/24/2024","4","EUR","nie",""
"11/2/2023","PO-002742","P-0329","Dell Laptops 765","IT","Laptops","50","szt.","5249.82","262491.0","TechParts Sp. z o.o.","4.57%","produkcjne","Q4","5131.64","11/5/2023","11/5/2023","0","PLN","tak","price anomaly"
"6/24/2024","PO-002743","P-0162","HP Laptops Model 453","IT","Laptops","10","szt.","4142.32","41423.2","EuroSupply SARL","1.20%","produkcjne","Q2","120.98","7/3/2024","7/3/2024","0","EUR","tak",""
"11/29/2024","PO-002744","P-0038","REX Screws Model 266","Production","Screws","200","szt.","0.68","136.0","TechParts Ltd","4.59%","produkcjne","Q4","Nov-41","12/4/2024","12/4/2024","0","EUR","tak",""
"4/2/2024","PO-002745","P-0133","Honeywell Gloves Rękawice 20","BHP","Gloves","5","para","84.86","424.3","IndustrialCo Sp. z o.o.","2.82%","produkcjne","Q2","20.76","4/7/2024","4/7/2024","0","PLN","tak",""
"2/11/2025","PO-002746","P-0102","Bosch Engine parts 699","Automotive","Engine parts","2","szt.","1787.72","3575.44","AutoServ Sp. z o.o.","0.00%","ofertowe","Q1","120.82","2/17/2025","2/17/2025","0","PLN","nie",""
"4/8/2024","PO-002747","P-0289","Mahle Filters 723","Automotive","Filters","100","szt.","273.29","27329.0","SafeGear GmbH","2.61%","produkcjne","Q2","39.28","4/11/2024","4/11/2024","0","EUR","nie",""
"2/17/2025","PO-002748","P-0034","Navigator Paper 836 op.","Office","Paper","20","op.","49.16","983.2","TechParts Sp. z o.o.","0.00%","ramowe","Q1","62.75","2/22/2025","2/25/2025","3","PLN","tak",""
"6/15/2024","PO-002749","P-0270","DeWalt Tools Model 795","Production","Tools","10","szt.","1049.66","10496.6","ITDistrib GmbH","4.57%","produkcjne","Q2","233.46","6/16/2024","6/16/2024","0","EUR","tak",""
"6/8/2024","PO-002750","P-0287","Uvex Safety glasses Model 318","BHP","Safety glasses","5","szt.","120.61","603.05","PaperMax S.r.l.","0.00%","ramowe","Q2","38.09","6/11/2024","6/16/2024","5","EUR","tak",""
"10/8/2024","PO-002751","P-0087","Asus Laptops 814","IT","Laptops","100","szt.","7257.15","725715.0","SafeGear S.r.l.","0.00%","ramowe","Q4","6000.0","10/20/2024","10/27/2024","7","EUR","tak",""
"11/19/2024","PO-002752","P-0125","Profim Office chairs 680","Office","Office chairs","5","szt.","1870.17","9350.85","TechParts Ltd","0.00%","katalogowe","Q4","31.66","11/25/2024","11/30/2024","5","EUR","nie",""
"4/4/2025","PO-002753","P-0131","Castrol Oils 773L","Automotive","Oils","10","L","80.32","803.2","AutoServ SARL","0.00%","awaryjne","Q2","101.96","4/16/2025","4/17/2025","1","EUR","nie",""
"10/3/2025","PO-002754","P-0218","Dell Monitors 692","IT","Monitors","1","szt.","3465.93","3465.93","LogiTrans BV","2.80%","awaryjne","Q4","88.69","10/8/2025","10/7/2025","-1","EUR","nie",""
"4/29/2024","PO-002755","P-0158","Microsoft Software 934","IT","Software","5","licencja","16903.15","84515.75","IndustrialCo Sp. z o.o.","0.00%","ofertowe","Q2","188.68","5/6/2024","5/6/2024","0","PLN","nie",""
"3/3/2025","PO-002756","P-0019","Adobe Software 759","IT","Software","100","licencja","8917.14","891714.0","PaperMax Sp. z o.o.","1.98%","produkcjne","Q1","6000.0","3/14/2025","3/12/2025","-2","PLN","tak",""
"10/11/2024","PO-002757","P-0189","Makita Tools Model 693","Production","Tools","50","szt.","595.65","29782.5","LogiTrans BV","2.42%","produkcjne","Q4","589.62","10/19/2024","10/23/2024","4","EUR","tak",""
"4/12/2025","PO-002758","P-0334","Petzl Helmets Model 772","BHP","Helmets","10","szt.","332.62","3326.2","EuroSupply S.r.l.","0.00%","katalogowe","Q2","126.1","4/13/2025","4/11/2025","-2","EUR","nie",""
"10/8/2025","PO-002759","P-0038","REX Screws Model 266","Production","Screws","50","szt.","0.69","34.5","SafeGear Sp. z o.o.","1.32%","produkcjne","Q4","Feb-82","10/20/2025","10/20/2025","0","PLN","nie",""
"8/5/2024","PO-002760","P-0212","WEG Motors Model 175","Production","Motors","50","szt.","4616.67","230833.5","IndustrialCo Ltd","0.00%","awaryjne","Q3","2907.33","8/15/2024","8/15/2024","0","EUR","nie",""
"2/2/2024","PO-002761","P-0285","Honeywell Safety glasses Model 260","BHP","Safety glasses","100","szt.","37.2","3720.0","LogiTrans Sp. z o.o.","0.00%","ramowe","Q1","189.4","2/8/2024","2/16/2024","8","PLN","nie",""
"4/25/2024","PO-002762","P-0249","Brother Toner Model 775","Office","Toner","10","szt.","377.91","3779.1","LogiTrans Ltd","0.00%","katalogowe","Q2","33.4","4/30/2024","4/30/2024","0","EUR","nie",""
"1/12/2024","PO-002763","P-0269","ABB Motors 671","Production","Motors","20","szt.","7534.59","150691.8","TechParts Sp. z o.o.","3.18%","produkcjne","Q1","2036.9","1/16/2024","1/16/2024","0","PLN","tak",""
"7/8/2024","PO-002764","P-0051","Brother Printers 174","IT","Printers","100","szt.","4681.09","468109.0","OfficeLine Sp. z o.o.","0.00%","ofertowe","Q3","6000.0","7/11/2024","7/11/2024","0","PLN","nie",""
"1/6/2025","PO-002765","P-0162","HP Laptops Model 453","IT","Laptops","10","szt.","4014.36","40143.6","EuroSupply SARL","4.59%","produkcjne","Q1","244.66","1/13/2025","1/13/2025","0","EUR","tak",""
"2/16/2025","PO-002766","P-0084","HP Laptops 171","IT","Laptops","200","szt.","3062.82","612564.0","OfficeLine Ltd","0.00%","katalogowe","Q1","1100.34","2/21/2025","2/21/2025","0","EUR","nie",""
"10/14/2024","PO-002767","P-0196","Castrol Oils 371L","Automotive","Oils","5","L","57.9","289.5","IndustrialCo Sp. z o.o.","2.91%","produkcjne","Q4","25.61","10/20/2024","10/20/2024","0","PLN","tak",""
"11/28/2024","PO-002768","P-0248","Castrol Oils 808L","Automotive","Oils","1","L","146.99","146.99","TechParts Sp. z o.o.","0.00%","awaryjne","Q4","Nov-84","12/2/2024","12/8/2024","6","PLN","nie",""
"4/27/2025","PO-002769","P-0182","Castrol Oils 265L","Automotive","Oils","1","L","141.43","141.43","AutoServ Sp. z o.o.","0.00%","ramowe","Q2","Jan-81","5/3/2025","5/3/2025","0","PLN","tak",""
"7/14/2024","PO-002770","P-0122","Canon Printers 361","IT","Printers","2","szt.","2929.27","5858.54","OfficeLine Sp. z o.o.","0.00%","ofertowe","Q3","262.98","7/15/2024","7/15/2024","0","PLN","nie",""
"7/8/2025","PO-002771","P-0280","SKF Bearings Model 346","Automotive","Bearings","2","szt.","59.21","118.42","IndustrialCo Ltd","1.42%","produkcjne","Q3","Dec-97","7/15/2025","7/24/2025","9","EUR","tak",""
"12/8/2023","PO-002772","P-0007","Samsung Monitors Model 944","IT","Monitors","10","szt.","1474.74","14747.4","PaperMax Sp. z o.o.","0.00%","ramowe","Q4","44.25","12/19/2023","12/19/2023","0","PLN","nie",""
"5/20/2025","PO-002773","P-0075","Ansell Gloves Rękawice 979","BHP","Gloves","1","para","62.18","62.18","IndustrialCo Sp. z o.o.","0.00%","katalogowe","Q2","Jan-82","5/29/2025","5/29/2025","0","PLN","nie",""
"3/27/2024","PO-002774","P-0047","Siemens Sensors Model 475","Production","Sensors","2","szt.","334.37","668.74","ProMech SARL","4.59%","katalogowe","Q1","51.25","3/30/2024","3/30/2024","0","EUR","nie",""
"3/21/2024","PO-002775","P-0263","Adobe Software 132","IT","Software","5","licencja","10848.98","54244.9","IndustrialCo Sp. z o.o.","4.22%","produkcjne","Q1","438.29","3/26/2024","3/26/2024","0","PLN","nie",""
"7/3/2024","PO-002776","P-0253","Pepperl+Fuchs Sensors 814","Production","Sensors","20","szt.","1204.67","24093.4","EuroSupply S.r.l.","0.00%","produkcjne","Q3","34.76","7/6/2024","7/6/2024","0","EUR","tak",""
"3/10/2025","PO-002777","P-0028","Wurth Screws 413","Production","Screws","1","szt.","0.46","0.46","ITDistrib GmbH","0.00%","ofertowe","Q1","0.04","3/11/2025","3/11/2025","0","EUR","nie",""
"7/30/2025","PO-002778","P-0211","Brother Printers 353","IT","Printers","1","szt.","2265.37","2265.37","EuroSupply SARL","0.00%","ofertowe","Q3","89.2","8/9/2025","8/9/2025","0","EUR","nie",""
"11/14/2023","PO-002779","P-0242","3M Safety glasses Model 346","BHP","Safety glasses","50","szt.","126.24","6312.0","PaperMax BV","1.80%","produkcjne","Q4","376.46","11/23/2023","11/23/2023","0","EUR","tak",""
"4/2/2024","PO-002780","P-0222","Wurth Screws Model 983","Production","Screws","5","szt.","0.57","Feb-85","EuroSupply Sp. z o.o.","0.00%","awaryjne","Q2","0.45","4/12/2024","4/12/2024","0","PLN","nie","urgent"
"3/27/2024","PO-002781","P-0031","Portwest Workwear Model 390","BHP","Workwear","1","szt.","116.53","116.53","AutoServ Sp. z o.o.","2.64%","produkcjne","Q1","Aug-47","4/3/2024","4/5/2024","2","PLN","tak",""
"9/14/2024","PO-002782","P-0117","REX Screws Model 988","Production","Screws","1","szt.","2-Dec","2-Dec","EuroSupply Sp. z o.o.","2.26%","produkcjne","Q3","0.04","9/25/2024","9/25/2024","0","PLN","tak",""
"4/30/2024","PO-002783","P-0329","Dell Laptops 765","IT","Laptops","20","szt.","3576.3","71526.0","TechParts Sp. z o.o.","1.88%","produkcjne","Q2","2149.04","5/3/2024","5/12/2024","9","PLN","tak",""
"12/5/2023","PO-002784","P-0036","Lenovo Laptops 221","IT","Laptops","100","szt.","3414.08","341408.0","OfficeLine Sp. z o.o.","0.00%","awaryjne","Q4","1334.06","12/10/2023","12/10/2023","0","PLN","nie",""
"7/27/2024","PO-002785","P-0016","DeWalt Tools 515","Production","Tools","5","szt.","151.09","755.45","TechParts Ltd","0.00%","katalogowe","Q3","52.48","8/1/2024","8/4/2024","3","EUR","nie",""
"1/30/2025","PO-002786","P-0138","Xerox Paper Model 217","Office","Paper","50","op.","56.74","2837.0","TechParts Sp. z o.o.","0.00%","ramowe","Q1","38.66","2/3/2025","2/3/2025","0","PLN","tak",""
"2/24/2024","PO-002787","P-0036","Lenovo Laptops 221","IT","Laptops","10","szt.","3085.58","30855.8","AutoServ Sp. z o.o.","1.63%","produkcjne","Q1","814.45","2/27/2024","2/27/2024","0","PLN","tak",""
"3/7/2024","PO-002788","P-0174","Makita Tools Model 673","Production","Tools","50","szt.","1671.95","83597.5","EuroSupply Sp. z o.o.","0.00%","ofertowe","Q1","1149.43","3/19/2024","3/19/2024","0","PLN","nie",""
"9/28/2024","PO-002789","P-0167","Profim Office chairs 367","Office","Office chairs","50","szt.","2215.69","110784.5","AutoServ Sp. z o.o.","3.38%","produkcjne","Q3","2126.2","9/30/2024","9/30/2024","0","PLN","tak",""
"3/24/2025","PO-002790","P-0061","SKF Bearings 305","Automotive","Bearings","200","szt.","245.41","49082.0","OfficeLine Sp. z o.o.","0.00%","ofertowe","Q1","1379.55","3/25/2025","3/25/2025","0","PLN","nie",""
"4/10/2025","PO-002791","P-0333","Siemens Sensors 799","Production","Sensors","1","szt.","418.27","418.27","ITDistrib BV","4.58%","ramowe","Q2","46.44","4/17/2025","4/17/2025","0","EUR","tak",""
"5/7/2024","PO-002792","P-0228","Shell Oils 725L","Automotive","Oils","20","L","96.64","1932.8","IndustrialCo Sp. z o.o.","3.49%","produkcjne","Q2","135.8","5/14/2024","5/14/2024","0","PLN","tak",""
"5/18/2024","PO-002793","P-0094","NTN Bearings Model 142","Automotive","Bearings","1","szt.","37.76","37.76","PaperMax S.r.l.","1.45%","produkcjne","Q2","1-Sep","5/23/2024","5/23/2024","0","EUR","nie",""
"1/27/2024","PO-002794","P-0320","Portwest Workwear Model 102","BHP","Workwear","10","szt.","339.42","3394.2","PaperMax Sp. z o.o.","2.85%","produkcjne","Q1","97.29","2/4/2024","2/4/2024","0","PLN","tak",""
"2/17/2024","PO-002795","P-0156","Milwaukee Tools 450","Production","Tools","100","szt.","848.99","84899.0","ITDistrib BV","2.54%","produkcjne","Q1","2933.61","2/23/2024","2/23/2024","0","EUR","nie",""
"10/14/2024","PO-002796","P-0277","3M Safety glasses Model 328","BHP","Safety glasses","50","szt.","109.71","5485.5","SafeGear Sp. z o.o.","4.57%","katalogowe","Q4","274.2","10/26/2024","10/24/2024","-2","PLN","nie",""
"11/21/2024","PO-002797","P-0036","Lenovo Laptops 221","IT","Laptops","50","szt.","3669.68","183484.0","AutoServ Sp. z o.o.","3.18%","produkcjne","Q4","5727.29","11/26/2024","12/2/2024","6","PLN","tak",""
"10/5/2025","PO-002798","P-0015","BIC Pens 103","Office","Pens","2","szt.","Jan-18","Feb-36","TechParts Sp. z o.o.","4.57%","produkcjne","Q4","0.24","10/8/2025","10/8/2025","0","PLN","tak",""
"4/23/2025","PO-002799","P-0171","Castrol Oils 702L","Automotive","Oils","20","L","38.79","775.8","OfficeLine Sp. z o.o.","3.28%","produkcjne","Q2","22.19","4/24/2025","4/24/2025","0","PLN","tak",""
"4/1/2025","PO-002800","P-0191","HP Toner 902","Office","Toner","2","szt.","530.01","1060.02","TechParts Sp. z o.o.","4.57%","produkcjne","Q2","32.37","4/5/2025","4/15/2025","10","PLN","nie",""
"1/22/2025","PO-002801","P-0293","Brother Printers 701","IT","Printers","200","szt.","4891.17","978234.0","PaperMax GmbH","1.89%","ramowe","Q1","6000.0","1/29/2025","2/3/2025","5","EUR","tak",""
"8/27/2024","PO-002802","P-0030","Xerox Paper 153 op.","Office","Paper","20","op.","50.43","1008.6","TechParts Ltd","4.23%","produkcjne","Q3","35.37","9/2/2024","9/2/2024","0","EUR","tak",""
"3/18/2025","PO-002803","P-0227","HP Toner Model 179","Office","Toner","100","szt.","879.87","87987.0","OfficeLine Sp. z o.o.","0.00%","ofertowe","Q1","899.36","3/19/2025","3/19/2025","0","PLN","nie",""
"12/23/2024","PO-002804","P-0246","Navigator Paper Model 853","Office","Paper","10","op.","36.15","361.5","LogiTrans Sp. z o.o.","1.27%","ramowe","Q4","Dec-94","12/25/2024","12/25/2024","0","PLN","tak",""
"11/11/2023","PO-002805","P-0231","Helly Hansen Workwear Model 379","BHP","Workwear","1","szt.","592.12","592.12","SafeGear Sp. z o.o.","4.58%","ramowe","Q4","Oct-48","11/20/2023","11/20/2023","0","PLN","nie",""
"1/11/2025","PO-002806","P-0046","DeWalt Tools 590","Production","Tools","20","szt.","1851.67","37033.4","EuroSupply S.r.l.","4.57%","produkcjne","Q1","387.92","1/17/2025","1/26/2025","9","EUR","nie",""
"11/18/2024","PO-002807","P-0064","HP Printers 275","IT","Printers","100","szt.","3460.79","346079.0","AutoServ Sp. z o.o.","4.59%","awaryjne","Q4","6000.0","11/21/2024","11/21/2024","0","PLN","nie",""
"10/27/2025","PO-002808","P-0031","Portwest Workwear Model 390","BHP","Workwear","20","szt.","111.66","2233.2","AutoServ Sp. z o.o.","4.57%","produkcjne","Q4","68.72","11/3/2025","11/2/2025","-1","PLN","tak",""
"6/21/2025","PO-002809","P-0166","Uvex Gloves Model 123","BHP","Gloves","50","para","83.1","4155.0","EuroSupply SARL","4.59%","produkcjne","Q2","61.63","6/30/2025","6/29/2025","-1","EUR","nie",""
"4/5/2024","PO-002810","P-0070","Siemens Sensors 515","Production","Sensors","1","szt.","159.4","159.4","OfficeLine Ltd","4.59%","produkcjne","Q2","Sep-75","4/15/2024","4/14/2024","-1","EUR","tak",""
"8/30/2025","PO-002811","P-0225","BIC Pens 830","Office","Pens","2","szt.","Mar-34","Jun-68","TechParts Sp. z o.o.","2.91%","produkcjne","Q3","0.3","9/1/2025","9/1/2025","0","PLN","nie",""
"5/28/2025","PO-002812","P-0110","Siemens Sensors Model 227","Production","Sensors","2","szt.","1460.35","2920.7","TechParts Ltd","0.00%","ramowe","Q2","158.33","5/30/2025","5/30/2025","0","EUR","nie",""
"7/11/2025","PO-002813","P-0032","Gates Engine parts Model 115","Automotive","Engine parts","5","szt.","2199.95","10999.75","AutoServ GmbH","0.00%","ramowe","Q3","282.19","7/17/2025","7/19/2025","2","EUR","tak",""
"2/28/2025","PO-002814","P-0290","Navigator Paper Model 857","Office","Paper","1","op.","31.85","31.85","SafeGear Sp. z o.o.","3.41%","produkcjne","Q1","Jan-24","3/12/2025","3/16/2025","4","PLN","nie",""
"12/10/2023","PO-002815","P-0070","Siemens Sensors 515","Production","Sensors","2","szt.","155.24","310.48","OfficeLine Ltd","4.58%","produkcjne","Q4","25.29","12/18/2023","12/19/2023","1","EUR","tak",""
"1/18/2025","PO-002816","P-0207","NTN Bearings 636","Automotive","Bearings","100","szt.","230.13","23013.0","PaperMax Sp. z o.o.","1.50%","produkcjne","Q1","629.62","1/24/2025","1/24/2025","0","PLN","tak",""
"1/28/2024","PO-002817","P-0159","Nowy Styl Office chairs Model 309","Office","Office chairs","1","szt.","768.21","768.21","LogiTrans Sp. z o.o.","2.64%","produkcjne","Q1","15.91","1/31/2024","1/31/2024","0","PLN","tak",""
"8/3/2024","PO-002818","P-0178","Milwaukee Tools Model 960","Production","Tools","2","szt.","727.5","1455.0","LogiTrans SARL","4.19%","produkcjne","Q3","40.59","8/8/2024","8/8/2024","0","EUR","tak",""
"12/27/2023","PO-002819","P-0170","DeWalt Tools 112","Production","Tools","2","szt.","1499.86","2999.72","PaperMax Sp. z o.o.","1.38%","produkcjne","Q4","35.55","1/6/2024","1/6/2024","0","PLN","tak",""
"10/6/2025","PO-002820","P-0142","Gates Engine parts Model 699","Automotive","Engine parts","20","szt.","822.16","16443.2","PaperMax S.r.l.","0.00%","awaryjne","Q4","137.69","10/9/2025","10/9/2025","0","EUR","nie","urgent"
"11/20/2024","PO-002821","P-0271","Honeywell Safety glasses Model 521","BHP","Safety glasses","2","szt.","28-Jan","56.02","PaperMax S.r.l.","3.40%","produkcjne","Q4","1-Aug","11/23/2024","11/23/2024","0","EUR","tak",""
"9/13/2025","PO-002822","P-0146","IKEA Office chairs 642","Office","Office chairs","2","szt.","983.42","1966.84","LogiTrans BV","0.00%","ramowe","Q3","41.72","9/14/2025","9/14/2025","0","EUR","tak",""
"3/1/2025","PO-002823","P-0126","Bosch Engine parts Model 267","Automotive","Engine parts","5","szt.","874.2","4371.0","EuroSupply SARL","4.48%","produkcjne","Q1","24.21","3/13/2025","3/13/2025","0","EUR","tak",""
"3/11/2025","PO-002824","P-0305","Canon Printers 859","IT","Printers","100","szt.","4951.52","495152.0","OfficeLine Ltd","2.77%","produkcjne","Q1","6000.0","3/21/2025","3/21/2025","0","EUR","tak",""
"3/31/2024","PO-002825","P-0209","Xerox Toner 115","Office","Toner","10","szt.","899.81","8998.1","LogiTrans Sp. z o.o.","4.57%","produkcjne","Q1","273.59","4/5/2024","4/2/2024","-3","PLN","tak",""
"8/26/2024","PO-002826","P-0251","Honeywell Gloves Model 191","BHP","Gloves","1","para","59.06","59.06","ProMech Sp. z o.o.","0.00%","katalogowe","Q3","0.91","9/3/2024","9/3/2024","0","PLN","nie",""
"5/20/2024","PO-002827","P-0205","Siemens Sensors 598","Production","Sensors","200","szt.","283.98","56796.0","EuroSupply GmbH","4.73%","produkcjne","Q2","1184.3","5/27/2024","5/27/2024","0","EUR","nie",""
"9/26/2024","PO-002828","P-0170","DeWalt Tools 112","Production","Tools","1","szt.","1518.39","1518.39","PaperMax Sp. z o.o.","2.15%","produkcjne","Q3","53.7","10/2/2024","9/30/2024","-2","PLN","tak",""
"10/8/2024","PO-002829","P-0023","Mahle Filters 477","Automotive","Filters","5","szt.","141.39","706.95","ProMech Sp. z o.o.","4.43%","produkcjne","Q4","56.41","10/18/2024","10/18/2024","0","PLN","tak",""
"5/15/2024","PO-002830","P-0011","Total Oils 819L","Automotive","Oils","5","L","192.12","960.6","IndustrialCo BV","4.58%","produkcjne","Q2","Aug-53","5/16/2024","5/16/2024","0","EUR","tak",""
"4/22/2025","PO-002831","P-0243","SICK Sensors Model 802","Production","Sensors","100","szt.","987.45","98745.0","AutoServ Sp. z o.o.","4.58%","produkcjne","Q2","1395.56","4/27/2025","4/27/2025","0","PLN","tak",""
"11/7/2023","PO-002832","P-0057","Uvex Safety glasses 501","BHP","Safety glasses","2","szt.","104.34","208.68","ITDistrib Sp. z o.o.","0.00%","katalogowe","Q4","13.36","11/17/2023","11/16/2023","-1","PLN","nie",""
"8/13/2024","PO-002833","P-0049","Sachs Engine parts 231","Automotive","Engine parts","1","szt.","1945.46","1945.46","AutoServ Sp. z o.o.","3.44%","ramowe","Q3","78.36","8/17/2024","8/17/2024","0","PLN","tak",""
"3/5/2024","PO-002834","P-0272","Stabilo Pens Model 680","Office","Pens","20","szt.","1-Aug","21-Jun","LogiTrans Sp. z o.o.","4.26%","produkcjne","Q1","0.78","3/8/2024","3/9/2024","1","PLN","nie",""
"4/16/2024","PO-002835","P-0013","Honeywell Safety glasses 887","BHP","Safety glasses","10","szt.","151.07","1510.7","SafeGear Sp. z o.o.","4.52%","produkcjne","Q2","80.77","4/28/2024","4/28/2024","0","PLN","tak",""
"10/19/2024","PO-002836","P-0083","FAG Bearings Model 446","Automotive","Bearings","2","szt.","406.65","813.3","LogiTrans Sp. z o.o.","4.60%","ofertowe","Q4","48.28","10/22/2024","10/22/2024","0","PLN","nie",""
